name,points_per_game,assists_per_game,rebounds_per_game,blocks_per_game,turnovers_per_game
Brook Lopez,12.49090909090909,1.709090909090909,4.836363636363636,1.9636363636363636,1.0
Stephon Castle,12.61111111111111,3.4444444444444446,2.9074074074074074,0.25925925925925924,1.9259259259259258
Jalen Johnson,18.88888888888889,5.027777777777778,9.972222222222221,1.0,2.9444444444444446
John Collins,18.35135135135135,2.081081081081081,8.054054054054054,1.054054054054054,2.6216216216216215
Bilal Coulibaly,12.415094339622641,3.547169811320755,5.0,0.6792452830188679,2.1320754716981134
Fred VanVleet,14.622222222222222,5.8,3.888888888888889,0.4444444444444444,1.5555555555555556
Buddy Hield,11.526315789473685,1.6491228070175439,3.2982456140350878,0.2982456140350877,1.1578947368421053
Russell Westbrook,12.843137254901961,6.2745098039215685,5.0,0.47058823529411764,3.0980392156862746
P.J. Washington,14.511111111111111,2.3333333333333335,8.11111111111111,1.0222222222222221,1.8666666666666667
Keegan Murray,11.981481481481481,1.4259259259259258,6.981481481481482,0.8518518518518519,0.8888888888888888
Rui Hachimura,13.4375,1.5208333333333333,5.25,0.4583333333333333,0.8958333333333334
Jaylen Wells,11.280701754385966,1.5964912280701755,3.210526315789474,0.10526315789473684,0.9473684210526315
Harrison Barnes,11.6,1.7636363636363637,4.127272727272727,0.2,0.5636363636363636
Jakob Poeltl,14.155555555555555,2.8444444444444446,10.11111111111111,1.288888888888889,1.9333333333333333
Aaron Wiggins,11.12280701754386,1.5789473684210527,3.6842105263157894,0.2807017543859649,0.8421052631578947
Jerami Grant,14.386363636363637,2.25,3.409090909090909,1.0227272727272727,1.3636363636363635
Bobby Portis,13.717391304347826,2.217391304347826,8.326086956521738,0.5434782608695652,1.2173913043478262
Daniel Gafford,12.294117647058824,1.4313725490196079,6.862745098039215,1.8823529411764706,1.196078431372549
Onyeka Okongwu,12.294117647058824,2.215686274509804,8.019607843137255,0.8627450980392157,1.0392156862745099
Scoot Henderson,12.5,5.26,2.98,0.24,2.64
Keldon Johnson,12.01923076923077,1.4807692307692308,4.423076923076923,0.21153846153846154,0.8846153846153846
Santi Aldama,12.73469387755102,2.63265306122449,6.73469387755102,0.5714285714285714,1.0
Ty Jerome,11.679245283018869,3.3773584905660377,2.490566037735849,0.018867924528301886,1.2452830188679245
Paul George,16.210526315789473,4.2368421052631575,5.157894736842105,0.5,2.473684210526316
Devin Vassell,15.325,2.75,3.4,0.475,1.425
Jonas Valančiūnas,11.510204081632653,2.204081632653061,8.244897959183673,0.5714285714285714,1.7959183673469388
Jonas Valančiūnas,6.571428571428571,1.1428571428571428,4.857142857142857,0.5714285714285714,0.8571428571428571
Jalen Duren,11.054545454545455,2.6363636363636362,10.327272727272728,1.1272727272727272,1.8363636363636364
Corey Kispert,11.634615384615385,1.6538461538461537,3.0,0.19230769230769232,1.1153846153846154
Rudy Gobert,10.981818181818182,1.8363636363636364,10.418181818181818,1.5454545454545454,1.3636363636363635
Kyle Kuzma,15.1875,2.46875,5.78125,0.21875,2.28125
Kyle Kuzma,16.142857142857142,2.7142857142857144,7.428571428571429,0.14285714285714285,2.4285714285714284
Kristaps Porziņģis,19.193548387096776,1.967741935483871,6.935483870967742,1.6451612903225807,1.1612903225806452
D'Angelo Russell,12.379310344827585,4.689655172413793,2.7586206896551726,0.13793103448275862,1.7241379310344827
D'Angelo Russell,13.823529411764707,5.764705882352941,2.823529411764706,0.7647058823529411,2.235294117647059
Tyus Jones,10.589285714285714,5.857142857142857,2.4642857142857144,0.125,1.375
Terry Rozier,12.0,2.7755102040816326,4.040816326530612,0.2857142857142857,1.346938775510204
Quentin Grimes,10.212765957446809,2.148936170212766,3.8085106382978724,0.2127659574468085,1.297872340425532
Quentin Grimes,14.857142857142858,3.4285714285714284,6.0,0.5714285714285714,1.4285714285714286
Toumani Camara,10.410714285714286,2.0892857142857144,6.0,0.6607142857142857,1.4821428571428572
Zaccharie Risacher,11.392156862745098,1.2549019607843137,3.549019607843137,0.49019607843137253,1.0392156862745099
Deandre Ayton,14.4,1.6,10.15,0.975,1.725
Amir Coffey,10.436363636363636,1.1272727272727272,2.4363636363636365,0.12727272727272726,0.7272727272727273
Guerschon Yabusele,10.61111111111111,1.9259259259259258,5.537037037037037,0.4074074074074074,1.2592592592592593
Paolo Banchero,22.88,4.88,7.12,0.8,3.0
Tim Hardaway Jr.,10.555555555555555,1.6296296296296295,2.259259259259259,0.09259259259259259,0.7222222222222222
Spencer Dinwiddie,10.160714285714286,3.732142857142857,2.392857142857143,0.19642857142857142,1.1607142857142858
Brandon Miller,21.037037037037038,3.6296296296296298,4.851851851851852,0.7407407407407407,2.814814814814815
Jalen Suggs,16.2,3.6857142857142855,4.0285714285714285,0.9428571428571428,2.914285714285714
Derrick Jones Jr.,10.290909090909091,0.8363636363636363,3.5090909090909093,0.34545454545454546,0.9272727272727272
Ayo Dosunmu,12.333333333333334,4.5777777777777775,3.466666666666667,0.4,1.511111111111111
Duncan Robinson,10.471698113207546,2.547169811320755,2.358490566037736,0.09433962264150944,1.150943396226415
Julian Champagnie,10.018181818181818,1.2727272727272727,3.890909090909091,0.43636363636363634,0.9454545454545454
Julian Strawther,9.482758620689655,1.3793103448275863,2.2586206896551726,0.25862068965517243,0.896551724137931
Obi Toppin,10.377358490566039,1.6226415094339623,4.132075471698113,0.33962264150943394,0.7924528301886793
Nickeil Alexander-Walker,9.305084745762711,2.5084745762711864,3.135593220338983,0.3220338983050847,1.2542372881355932
Keon Johnson,9.981818181818182,1.981818181818182,3.5272727272727273,0.38181818181818183,1.2363636363636363
Jimmy Butler,17.04,4.8,5.24,0.4,1.2
Jimmy Butler,20.0,5.5,5.666666666666667,0.3333333333333333,1.0
Dejounte Murray,17.483870967741936,7.354838709677419,6.451612903225806,0.3870967741935484,3.4193548387096775
Jonathan Kuminga,16.75,2.1875,4.96875,0.5625,1.5625
Georges Niang,8.72549019607843,1.3137254901960784,3.7058823529411766,0.13725490196078433,0.9411764705882353
Georges Niang,15.166666666666666,1.8333333333333333,5.0,0.5,0.6666666666666666
T.J. McConnell,9.833333333333334,4.537037037037037,2.5185185185185186,0.2962962962962963,1.5185185185185186
Jordan Clarkson,17.06451612903226,3.806451612903226,3.3225806451612905,0.25806451612903225,2.032258064516129
Jaden Ivey,17.6,3.966666666666667,4.133333333333334,0.36666666666666664,2.966666666666667
Gary Trent Jr.,10.352941176470589,1.1568627450980393,2.411764705882353,0.058823529411764705,0.6274509803921569
Ochai Agbaji,10.156862745098039,1.5686274509803921,3.7058823529411766,0.5490196078431373,0.7647058823529411
Scotty Pippen Jr.,9.087719298245615,4.2631578947368425,3.210526315789474,0.3508771929824561,1.7543859649122806
Carlton Carrington,9.052631578947368,3.912280701754386,3.912280701754386,0.17543859649122806,1.543859649122807
Jalen Wilson,9.196428571428571,1.8928571428571428,3.5,0.05357142857142857,1.1428571428571428
Anthony Black,9.345454545454546,3.290909090909091,2.7454545454545456,0.5454545454545454,1.8
Luguentz Dort,9.69811320754717,1.6226415094339623,4.113207547169812,0.6226415094339622,0.6792452830188679
Max Christie,8.478260869565217,1.434782608695652,2.6739130434782608,0.45652173913043476,0.8478260869565217
Max Christie,15.25,3.125,4.875,0.5,2.0
Cole Anthony,9.407407407407407,2.7962962962962963,2.962962962962963,0.35185185185185186,1.6111111111111112
Nic Claxton,10.14,2.02,7.5,1.5,1.26
Naji Marshall,11.266666666666667,2.511111111111111,4.0,0.13333333333333333,1.3777777777777778
Jrue Holiday,10.978260869565217,3.608695652173913,4.304347826086956,0.43478260869565216,1.326086956521739
Alex Sarr,11.651162790697674,2.2093023255813953,6.627906976744186,1.558139534883721,1.3953488372093024
Grayson Allen,10.804347826086957,2.108695652173913,3.347826086956522,0.30434782608695654,1.065217391304348
Isaiah Joe,9.557692307692308,1.4230769230769231,2.5576923076923075,0.15384615384615385,0.4423076923076923
Chris Paul,9.036363636363637,8.018181818181818,3.9454545454545453,0.18181818181818182,1.509090909090909
Chris Boucher,10.291666666666666,0.6875,4.541666666666667,0.5,0.5833333333333334
Nikola Jović,10.73913043478261,2.847826086956522,3.9130434782608696,0.2826086956521739,1.3043478260869565
Royce O'Neale,9.666666666666666,2.1176470588235294,5.019607843137255,0.5098039215686274,0.9607843137254902
Walker Kessler,11.159090909090908,1.5681818181818181,12.090909090909092,2.3863636363636362,1.5227272727272727
Zion Williamson,24.5,4.8,7.45,0.95,3.0
Kentavious Caldwell-Pope,8.571428571428571,1.75,2.0892857142857144,0.48214285714285715,0.8214285714285714
Caris LeVert,10.210526315789474,3.6842105263157894,2.8157894736842106,0.5,1.3421052631578947
Caris LeVert,13.666666666666666,2.0,5.0,0.5,0.5
Dalton Knecht,9.01923076923077,0.8461538461538461,2.980769230769231,0.07692307692307693,0.5
Cam Thomas,24.68421052631579,3.3684210526315788,3.5789473684210527,0.05263157894736842,2.6842105263157894
Kevin Porter Jr.,9.311111111111112,3.2,3.5555555555555554,0.24444444444444444,1.8666666666666667
Kevin Porter Jr.,9.8,2.8,3.0,0.0,1.2
Moses Moody,9.53061224489796,1.163265306122449,2.306122448979592,0.40816326530612246,0.673469387755102
Aaron Gordon,13.0,3.1714285714285713,4.885714285714286,0.22857142857142856,1.2285714285714286
Yves Missi,8.425925925925926,1.3518518518518519,8.185185185185185,1.462962962962963,1.2037037037037037
Joel Embiid,23.789473684210527,4.473684210526316,8.157894736842104,0.9473684210526315,3.263157894736842
Brandon Boston Jr.,10.666666666666666,2.1904761904761907,3.1904761904761907,0.21428571428571427,1.2380952380952381
Brandin Podziemski,10.113636363636363,3.5,4.818181818181818,0.20454545454545456,1.1136363636363635
Tristan Da Silva,8.072727272727272,1.6545454545454545,3.672727272727273,0.23636363636363636,0.8545454545454545
Clint Capela,9.229166666666666,1.1666666666666667,8.895833333333334,1.0,0.9375
Keon Ellis,8.018181818181818,1.2363636363636363,2.5272727272727273,0.7454545454545455,0.8363636363636363
Donte DiVincenzo,11.0,3.6,3.675,0.175,1.775
Taurean Prince,7.945454545454545,1.9454545454545455,3.7454545454545456,0.12727272727272726,1.0363636363636364
Miles McBride,9.106382978723405,2.5531914893617023,2.404255319148936,0.23404255319148937,0.6595744680851063
Jalen Smith,8.392156862745098,0.9215686274509803,5.411764705882353,0.7058823529411765,0.6078431372549019
Jaime Jaquez Jr.,9.085106382978724,2.6595744680851063,4.659574468085107,0.19148936170212766,1.4893617021276595
Tari Eason,11.513513513513514,1.1891891891891893,6.243243243243243,0.918918918918919,0.9459459459459459
Brice Sensabaugh,9.195652173913043,1.2608695652173914,2.5217391304347827,0.06521739130434782,1.2826086956521738
Brandon Clarke,7.886792452830188,0.9811320754716981,4.962264150943396,0.5283018867924528,0.6415094339622641
Andrew Nembhard,10.425,4.8,3.275,0.1,1.8
Luke Kennard,9.409090909090908,3.3181818181818183,2.8863636363636362,0.06818181818181818,1.0454545454545454
Ziaire Williams,9.627906976744185,1.441860465116279,4.8604651162790695,0.3953488372093023,1.0232558139534884
Kyshawn George,8.098039215686274,2.2941176470588234,4.0,0.6862745098039216,1.3725490196078431
Jabari Smith Jr.,11.742857142857142,1.0285714285714285,6.457142857142857,0.9428571428571428,1.0
Patrick Williams,9.133333333333333,2.0444444444444443,4.022222222222222,0.6,1.3333333333333333
Mike Conley,8.18,4.54,2.6,0.18,1.08
Jeremy Sochan,11.36111111111111,2.5555555555555554,7.0,0.5277777777777778,1.6111111111111112
Goga Bitadze,8.5,2.125,7.895833333333333,1.6875,1.25
Jordan Hawkins,10.461538461538462,1.0512820512820513,2.4871794871794872,0.38461538461538464,0.8205128205128205
Wendell Carter Jr.,8.847826086956522,2.152173913043478,7.369565217391305,0.4782608695652174,1.065217391304348
Isaiah Hartenstein,10.891891891891891,3.918918918918919,11.702702702702704,1.1081081081081081,1.8108108108108107
Brandon Ingram,22.22222222222222,5.166666666666667,5.555555555555555,0.6111111111111112,3.8333333333333335
Kevin Huerter,7.8604651162790695,1.7209302325581395,2.7906976744186047,0.37209302325581395,0.8604651162790697
Kevin Huerter,9.5,2.3333333333333335,2.6666666666666665,0.0,0.8333333333333334
Zach Edey,9.093023255813954,0.8837209302325582,7.674418604651163,1.186046511627907,1.4186046511627908
Josh Green,7.607843137254902,1.4509803921568627,2.7058823529411766,0.21568627450980393,1.0196078431372548
Peyton Watson,8.083333333333334,1.5,3.4375,1.2291666666666667,0.8958333333333334
Moritz Wagner,12.866666666666667,1.4,4.933333333333334,0.4,1.6333333333333333
Dalano Banton,8.444444444444445,2.2,1.8,0.5111111111111111,1.2444444444444445
Mark Williams,15.12,2.36,9.4,1.08,1.0
A.J. Green,7.673469387755102,1.3061224489795917,2.2857142857142856,0.12244897959183673,0.5306122448979592
Matas Buzelis,6.678571428571429,0.6428571428571429,2.875,0.8571428571428571,0.6428571428571429
Trayce Jackson-Davis,7.48,1.94,5.78,0.72,0.82
Cameron Payne,7.254901960784314,2.6666666666666665,1.411764705882353,0.23529411764705882,0.6470588235294118
Draymond Green,8.534883720930232,5.674418604651163,5.767441860465116,1.0930232558139534,2.441860465116279
Sam Hauser,7.5625,0.9791666666666666,2.9791666666666665,0.16666666666666666,0.3333333333333333
Cason Wallace,7.408163265306122,2.4081632653061225,3.4693877551020407,0.5306122448979592,0.7142857142857143
Al Horford,7.911111111111111,1.8444444444444446,5.444444444444445,0.8666666666666667,0.6888888888888889
Ron Holland,6.120689655172414,0.8275862068965517,2.6724137931034484,0.1206896551724138,0.8448275862068966
Jake LaRavia,7.297872340425532,2.8297872340425534,4.361702127659575,0.425531914893617,1.4680851063829787
Jake LaRavia,2.0,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.1666666666666667
Jared McCain,15.304347826086957,2.608695652173913,2.4347826086956523,0.0,1.608695652173913
Kel'el Ware,8.560975609756097,0.9024390243902439,6.219512195121951,1.0,0.8048780487804879
Noah Clowney,9.432432432432432,0.8108108108108109,3.918918918918919,0.5135135135135135,1.027027027027027
Cam Whitmore,9.378378378378379,0.918918918918919,3.1621621621621623,0.24324324324324326,0.972972972972973
Dorian Finney-Smith,10.4,1.55,4.55,0.6,0.9
Dorian Finney-Smith,6.95,1.25,3.3,0.1,0.95
Jaden Hardy,7.976744186046512,1.3488372093023255,1.5813953488372092,0.11627906976744186,1.4883720930232558
Isaiah Collier,6.979591836734694,6.0,3.1020408163265305,0.20408163265306123,2.8979591836734695
Sam Merrill,7.125,1.5208333333333333,2.0,0.16666666666666666,0.4791666666666667
Jay Huff,7.25531914893617,0.6382978723404256,2.0851063829787235,0.8723404255319149,0.5957446808510638
Ausar Thompson,9.444444444444445,2.2222222222222223,4.916666666666667,0.4722222222222222,1.3611111111111112
Nick Richards,8.904761904761905,1.3333333333333333,7.523809523809524,1.2380952380952381,1.5714285714285714
Nick Richards,8.882352941176471,0.47058823529411764,9.647058823529411,0.9411764705882353,1.3529411764705883
Jose Alvarado,10.0,4.515151515151516,2.4242424242424243,0.2727272727272727,1.1515151515151516
Kyle Filipowski,7.0,1.851063829787234,4.8936170212765955,0.14893617021276595,1.1063829787234043
Davion Mitchell,6.340909090909091,4.613636363636363,1.9318181818181819,0.18181818181818182,1.7727272727272727
Davion Mitchell,8.333333333333334,3.1666666666666665,1.8333333333333333,0.3333333333333333,1.1666666666666667
Garrison Mathews,7.534883720930233,1.302325581395349,1.8372093023255813,0.2558139534883721,0.6744186046511628
Ryan Dunn,6.254901960784314,0.8431372549019608,3.235294117647059,0.5490196078431373,0.39215686274509803
Simone Fontecchio,6.115384615384615,0.8846153846153846,3.076923076923077,0.19230769230769232,0.8269230769230769
Nick Smith Jr.,8.513513513513514,1.864864864864865,1.8918918918918919,0.13513513513513514,1.1891891891891893
Khris Middleton,12.608695652173912,4.434782608695652,3.6956521739130435,0.21739130434782608,1.608695652173913
Khris Middleton,9.5,3.5,4.0,0.5,2.5
Ricky Council IV,6.285714285714286,1.1224489795918366,2.2244897959183674,0.14285714285714285,0.5714285714285714
Haywood Highsmith,6.285714285714286,1.2448979591836735,3.0816326530612246,0.6122448979591837,0.7142857142857143
Isaiah Stewart,5.811320754716981,1.679245283018868,5.69811320754717,1.2830188679245282,0.9622641509433962
Jamal Shead,6.019607843137255,3.549019607843137,1.1764705882352942,0.09803921568627451,1.4705882352941178
Cody Martin,7.846153846153846,2.282051282051282,4.512820512820513,0.6666666666666666,1.0769230769230769
Tyrese Martin,7.846153846153846,1.641025641025641,3.769230769230769,0.1282051282051282,1.2564102564102564
Malcolm Brogdon,12.708333333333334,4.083333333333333,3.7916666666666665,0.20833333333333334,1.5833333333333333
Jarace Walker,5.826923076923077,1.4230769230769231,3.1153846153846154,0.38461538461538464,1.0961538461538463
Kris Dunn,5.98,2.9,3.56,0.34,1.08
Jonathan Isaac,5.862745098039215,0.49019607843137253,4.784313725490196,1.1764705882352942,0.43137254901960786
Johnny Juzang,7.475,0.95,2.575,0.125,0.475
Bogdan Bogdanović,10.0,2.0416666666666665,2.75,0.25,1.5416666666666667
Bogdan Bogdanović,10.6,3.0,2.0,0.0,1.2
Dereck Lively II,9.125,2.625,7.84375,1.6875,1.21875
Justin Champagnie,7.631578947368421,0.8421052631578947,4.5,0.5789473684210527,0.8421052631578947
Trey Lyles,6.170212765957447,0.9361702127659575,4.361702127659575,0.40425531914893614,0.5531914893617021
Immanuel Quickley,16.11111111111111,5.555555555555555,3.0555555555555554,0.16666666666666666,1.8888888888888888
Ja'Kobe Walter,7.631578947368421,1.3421052631578947,2.6052631578947367,0.18421052631578946,0.8157894736842105
Seth Curry,6.127659574468085,0.6595744680851063,1.553191489361702,0.1276595744680851,0.425531914893617
Javonte Green,5.76,0.9,3.56,0.6,0.56
Day'Ron Sharpe,8.2,1.6,6.3428571428571425,0.7142857142857143,1.3714285714285714
Caleb Martin,9.064516129032258,2.225806451612903,4.387096774193548,0.6451612903225806,1.3870967741935485
Thomas Bryant,4.1,0.4,3.2,0.9,0.2
Thomas Bryant,7.733333333333333,1.3666666666666667,4.433333333333334,0.5,0.4666666666666667
Kawhi Leonard,16.875,2.75,4.5625,0.4375,2.0625
Vasilije Micić,7.472222222222222,3.5277777777777777,2.4166666666666665,0.0,2.0555555555555554
Vit Krejci,6.871794871794871,2.6923076923076925,2.7435897435897436,0.48717948717948717,0.8974358974358975
Kenrich Williams,5.826086956521739,1.1304347826086956,3.217391304347826,0.13043478260869565,0.5434782608695652
Eric Gordon,6.82051282051282,1.6666666666666667,1.1794871794871795,0.3076923076923077,0.717948717948718
Luke Kornet,5.215686274509804,1.607843137254902,5.019607843137255,0.9411764705882353,0.4117647058823529
Gabe Vincent,5.638297872340425,1.446808510638298,1.2553191489361701,0.2127659574468085,0.6170212765957447
Terance Mann,6.027027027027027,1.5945945945945945,2.891891891891892,0.2972972972972973,0.6756756756756757
Terance Mann,6.833333333333333,1.8333333333333333,2.3333333333333335,0.0,0.8333333333333334
Jared Butler,6.875,2.5625,1.28125,0.15625,0.90625
